timestamp_ms,pressure,ax,ay,az,gx,gy,gz,label
1764136975651,0,-0.109000,-0.021000,1.039000,126,127,126,tap
1764136975671,0,-0.109000,-0.021000,1.036000,126,127,126,tap
1764136975692,0,-0.109000,-0.020000,1.033000,126,127,126,tap
1764136975712,0,-0.107000,-0.023000,1.033000,126,127,126,tap
1764136975733,0,-0.108000,-0.024000,1.037000,127,127,126,tap
1764136975753,0,-0.108000,-0.022000,1.039000,126,127,126,tap
1764136975773,0,-0.110000,-0.021000,1.042000,126,127,126,tap
1764136975794,0,-0.113000,-0.020000,1.041000,126,127,126,tap
1764136975815,0,-0.114000,-0.018000,1.042000,126,127,127,tap
1764136975837,0,-0.114000,-0.018000,1.043000,126,127,127,tap
1764136975857,0,-0.112000,-0.021000,1.043000,126,127,127,tap
1764136975877,0,-0.107000,-0.023000,1.043000,126,127,127,tap
1764136975898,0,-0.104000,-0.025000,1.043000,126,127,127,tap
1764136975918,0,-0.102000,-0.026000,1.044000,126,127,127,tap
1764136975939,0,-0.101000,-0.026000,1.044000,126,127,127,tap
1764136975960,0,-0.103000,-0.025000,1.044000,126,127,127,tap
1764136975981,0,-0.109000,-0.021000,1.041000,126,127,127,tap
1764136976001,0,-0.112000,-0.020000,1.037000,126,127,127,tap
1764136976023,0,-0.114000,-0.018000,1.039000,126,127,127,tap
1764136976045,0,-0.115000,-0.018000,1.039000,126,127,127,tap
1764136976066,0,-0.113000,-0.019000,1.041000,126,127,127,tap
1764136976086,0,-0.110000,-0.020000,1.042000,126,127,127,tap
1764136976107,0,-0.107000,-0.021000,1.044000,126,127,127,tap
1764136976127,0,-0.105000,-0.023000,1.048000,126,127,127,tap
1764136976148,0,-0.104000,-0.024000,1.049000,126,127,127,tap
1764136976168,0,-0.104000,-0.024000,1.047000,126,127,127,tap
1764136976189,0,-0.105000,-0.023000,1.044000,126,127,127,tap
1764136976209,0,-0.106000,-0.021000,1.040000,126,127,127,tap
1764136976230,0,-0.109000,-0.022000,1.040000,126,127,127,tap
1764136976251,0,-0.109000,-0.020000,1.042000,126,127,127,tap
1764136976272,0,-0.110000,-0.019000,1.042000,126,127,127,tap
1764136976292,0,-0.110000,-0.021000,1.044000,126,127,127,tap
1764136976312,0,-0.108000,-0.022000,1.043000,126,127,127,tap
1764136976333,0,-0.107000,-0.021000,1.045000,126,127,127,tap
1764136976353,0,-0.108000,-0.022000,1.045000,126,127,127,tap
1764136976373,0,-0.107000,-0.023000,1.044000,126,127,127,tap
1764136976394,0,-0.108000,-0.023000,1.045000,126,127,127,tap
1764136976414,0,-0.111000,-0.022000,1.046000,126,127,127,tap
1764136976434,0,-0.111000,-0.023000,1.045000,126,127,127,tap
1764136976455,0,-0.113000,-0.022000,1.044000,126,127,126,tap
1764136976475,0,-0.113000,-0.022000,1.044000,126,127,126,tap
1764136976496,0,-0.112000,-0.020000,1.043000,126,127,126,tap
1764136976518,0,-0.110000,-0.021000,1.043000,126,127,126,tap
1764136976539,0,-0.109000,-0.023000,1.043000,126,127,126,tap
1764136976559,0,-0.107000,-0.022000,1.046000,126,127,126,tap
1764136976579,24,-0.104000,-0.020000,1.045000,126,127,126,tap
1764136976599,24,-0.104000,-0.022000,1.047000,126,127,126,tap
1764136976619,10,-0.105000,-0.022000,1.043000,126,127,126,tap
1764136976640,0,-0.105000,-0.022000,1.044000,126,127,126,tap
1764136976660,0,-0.106000,-0.021000,1.042000,126,127,126,tap
1764136976681,0,-0.110000,-0.023000,1.044000,126,127,126,tap
1764136976702,0,-0.111000,-0.021000,1.045000,126,127,127,tap
1764136976722,0,-0.111000,-0.019000,1.045000,126,127,127,tap
1764136976744,0,-0.111000,-0.020000,1.044000,126,127,127,tap
1764136976765,0,-0.109000,-0.022000,1.043000,126,127,127,tap
1764136976786,0,-0.109000,-0.023000,1.043000,126,127,127,tap
1764136976806,0,-0.108000,-0.022000,1.044000,126,127,127,tap
1764136976827,0,-0.107000,-0.024000,1.044000,126,127,126,tap
1764136976847,0,-0.108000,-0.025000,1.043000,126,127,126,tap
1764136976869,39,-0.110000,-0.024000,1.032000,126,127,126,tap
1764136976889,13,-0.110000,-0.023000,1.034000,126,127,126,tap
1764136976910,0,-0.111000,-0.022000,1.035000,126,127,126,tap
1764136976931,0,-0.113000,-0.022000,1.034000,126,127,127,tap
1764136976951,0,-0.109000,-0.021000,1.044000,126,127,127,tap
